title,price,location,description,bedrooms,bathrooms,floor_area,land_size,property_type,subcategories,listing_url,listing_id,geo_location,car_spaces,classification,subdivision_name
"3 Storey, 3 bedroom, 2 Bathroom Near Mindanao Ave and Tandang Sora QC",12000000,"Tandang Sora, Quezon City","24/7 Gated Subdivision
3 Storey Townhouse
3 Bedroom
2 Toilet and bath
Common Area convertible to 1 Bedroom
1 Car Garage
3 Air-conditioning Unit
 - All bedrooms with complete cabinets
 - with a dirty Kitchen
 - complete with safety grills, doors, and window screens
Finished Construction -  January 2023

wonderful neighborhood
Near Subway Mindanao Ave., Q.C.
Near Baranggay Tandang Sora Q.C.
Near SM Hypermarket Sanggandaan
Near Old Sauyo Road",3,2,128,70,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/3-storey-3-bedroom-2-bathroom-near-mindanao-ave-an-17313758270/,HO6732B2D3982D4PH,"[121.042788,14.6820013]",1,447,Exclusive subdivision
3 Storey 4 BR Semi-furnished Townhouse at Project 6 Quezon City for SALE,11900000,"Bagong Pag-Asa, Quezon City","Three (3)-Storey Four (4)-Bedroom Semi-furnished Townhouse for SALE

Developer: 
Location: Project 6, Quezon City, Metro Manila, Philippines 
Lot Area:  72 square meters, more or less
Floor Area: 200 square meters, more or less
Selling Price: Php 11,900,000
inclusive of Capital Gains Tax and documentation with notarial fees

Description: 

• 3-Storey Townhouse 
• End unit/Corner unit
• 4 BR, 3 full T/B, 1 powder room
• Dining & kitchen at the 2nd Floor
• 3-car garage (1 slot can be converted to lanai)
• Utility/laundry area
• With additional grills - front & back

Features: 

• Commuter friendly
• Near church, barangay hall,  elementary and high schools
* Near commercial establishments such as supermarkets, malls, hospitals, schools, convenience stores, etc.
• Near Quezon City Hall, UP, major hospitals & govt offices
• Near SM, Trinoma, MRT, LRT and ongoing const. Subway
• Near Visayas & Mindanao Ave. 

Thank you.

M.A.Sedigo Realty Services",4,3,200,72,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/3-storey-4-br-semi-furnished-townhouse-at-project-173134349666/,HO673234883EF59PH,"[121.04015,14.65954]",N/A,N/A,Project 6 
Cubao Townhouse For Sale - Newly-built (near Ali Mall),15000000,"Cubao, Quezon City","Newly-built townhouse in Cubao, Quezon City (near Ali Mall)  2 units available   Lot Area: 40SQM Floor Area: 120SQM  4 bedrooms (including maid's room) 3 toilet & bath 1 car garage  - spacious living & dining area - master's bedroom with built in cabinet, t&b, and split-type aircon - 1 bedroom with built in cabinet, balcony, and split-type aircon - 1 small bedroom with built in cabinet - includes kitchen & cabinet fixtures and gas range - telephone, cable, and CCTV ready  Kindly message me to schedule a visit.",3,3,120,40,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/cubao-townhouse-for-sale-newly-built-near-ali-mall-17300071705/,HO671DD0829D39BPH,"[121.0572,14.61777]",N/A,N/A,N/A
Brand New House and Lot for Sale in Tivoli Royale Quezon City,125000000,"Batasan Hills, Quezon City","Breathtaking Gorgeous Modern House and Lot for Sale in Tivoli Royale Quezon City   Property Facing East Lot Area: 368 sqm  Floor Area: 800 plus sqm  House Details:  5 Bedroom with walk-in closet and toilet and bath 5 Bathrooms Powder room Staff Room ensuite toilet and bath Driver’s Room ensuite toilet and bath 4 Fully covered carport  Additional Features:  Brand New 3 Storey structure with mountain view Swimming pool Lanai Main kitchen with pantry Service kitchen Family room Elegant Modular Kitchen Formal Dining Room  Utility Area Storage room  Located nearby:  Ever Gotesco Mall Shopwise Commonwealth Robinsons Easymart Churches Christ the King Parish Culiat Foursquare Gospel Church St. Peter Parish Diliman Doctors Hospital General Malvar Hospital New Era General Hospital  Selling Price: 125,000,000.00  Direct Buyer Only!  Let me help you find your DREAM HOME. You may also enlist your property with us. Call me or message me for viewings or inquiries.  Rainier Espiritu Sales Person    Under Licensed Real Estate Broker No. 0022291 HLURB no. 0042938",5,7,800,368,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/tivoli-royale/brand-new-house-and-lot-for-sale-in-tivoli-royale-171686624474/,HO66554CC49C0CEPH,"[121.096563,14.681641]",4,,Tivoli Royale
Townhouse for sale in Scout area near Tomas Morato Timog near Kamuning,49000000,"South Triangle, Quezon City","Stylish Modern Townhouse For Sale in Scout Area, Quezon City  - Lot area: 101- 155 sqm - Floor area: 386- 460 sqm  - Selling price: 49,000,000-59,000,000 - Target turnover: October 2024  Property details: - 4 Bedrooms - 6 toilet and bath - 3-5 car garage - Living area - Dining area - porch - Foyer - Maid's room with T&B - Utility room - pump room - storage - Mini bar - powder room  SAMPLE COMPUTATION    Selling Price: 49,000,000.00    BANK FINANCING  30% Downpayment 14,700,000.00    After Downpayment    70% Loan Balance: Bank Financing 34,300,000.00    15 yrs: 327,788.67  20 yrs: 286,898.95    ** We can also assist you with your bank financing application.    (a) Bank's Prevailing rate for the first five (5) years. Fixed 8%  (b) Downpayment and loan balance varies on property's appraised value issued by the bank  (c) Interest rate will vary at the time of the loan    For inquiries and request for viewing please contact:  - Dean San Juan",4,4,460,155,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/townhouse-for-sale-in-scout-area-near-tomas-morato-172510591121/,HO66D0049353AB5PH,"[121.035979,14.637561]",N/A,N/A,N/A
Townhouse for sale in EDSA Congressional,20800000,"Congressional Avenue, Quezon City","Townhouse for sale in EDSA Congressional  *43 Units of 3 Storey Townhouse  Lot area: 87.3- 149.7 sqm Floor area: 255-370 sqm  Selling price: 20.8-32.8M  *3 Bedrooms *3 Toilet and bath *powder room *2-3 car garage *porch *foyer *maid's room with toilet and bath *pump room *yard *living area *kitchen *dining area *court yard *balcony  **About the property  *Compound type Houses made of Grade 60 rebars *full elegant light *individual septic tank *cistern *maid solid steel high-fence & electric fence *guard house *CCTV cameras on common areas  SAMPLE COMPUTATION    Selling Price: 20,800,000.00   BANK FINANCING  30% Downpayment 6,240,000.00    After Downpayment    70% Loan Balance: Bank Financing 14,560,000.00   5 yrs: 288,305.46 10 yrs: 169,053.95 15 yrs: 130,869.40 20 yrs: 112,883.53   ** We can also assist you with your bank financing application.    (a) Bank's Prevailing rate for the first five (5) years. Fixed 7%  (b) Downpayment and loan balance varies on property's appraised value issued by the bank  (c) Interest rate will vary at the time of the loan    For inquiries and request for viewing please contact:  - Dean San Juan",3,3,370,149,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/townhouse-for-sale-in-edsa-congressional-172678701049/,HO66ECADC29A188PH,"[121.031,14.66588]",N/A,N/A,N/A
"For Sale 5 bedrooms Townhouse at Pineglades Residences, Project 8, Quezon City",16495000,"Project 8, Quezon City","PineGlades Residences Quezon City  PRE SELLING 4 Storey Townhouse   ✔Payment Terms:  ✔Spot Cash Payment with 5% Discount  ✔Bank Financing: 20% Down Payment Payable in 36 - 42 Months 80% Balance Payable thru Bank Financing   ✔Location: GSIS Village Project 8, Quezon City  ✔Lot Area: 60 SQM - 77 SQM +  ✔Gross Floor Area: 204 SQM - 253 SQM House Features  ✔4 Bedrooms  ✔3Toilet and Bath  ✔Powder room  ✔Living Area  ✔Dining Area  ✔Kitchen  ✔ervice Area  ✔Plantita Deck  ✔Family Deck  ✔2 Car Garage    Experience an exceptional residential lifestyle at the heart of Quezon City.  Pineglades Residences with total 48 units are breaking boundaries of residential living by bringing comfort and luxury and ensuring future residents the life they deserve.   All units with solar panel and smart home Ready  Nearby Establishments S&R Membership Shopping - 1.7km  Trinoma - 3.9km  Ayala Malls Vertis North - 4.2km  Fishermall 6.8km  Educational Institution  University of the Philippines - 8.4km  Ateneo de Manila University - 9km  FEU Diliman - 8.3km  Medical Institution  Metro North Medical Center - 2.8km  Quezon City General hospital - 2km  Allied Care Experts Medical Center - 2km  East Avenue Medical Center - 6.1km   Project Amenities  ✔Swimming Pool  ✔Gym Area ✔Kids playground  ✔Function hall   YOUR HOME IS YOUR INVESTMENT!!! Avail our promo terms up to 42 MONTHS TO PAY DOWNPAYMENT NO INTEREST!",4,3,214,86,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/pineglades-residences/for-sale-5-bedrooms-townhouse-at-pineglades-reside-172558963690/,HO641018AA1F0ABPH,"[121.0245,14.66958]",1,N/A,Pineglades Residences
"Sanville Subdivision, Quezon City | Four Bedroom House and Lot For Sale - #6305",32000000,"Culiat, Quezon City","ERE Code: 6305 Property Details: House and Lot 4BR FA: 350 sq.m LA: 496 sq.m Semi Furnished With 7 parking  Property Features: Marbled Floors HIgh Ceilings w/ Chandeliers Split-level property Ground Level Has Front Porch All other BRs have built-in closets Lower Level: Breakfast area & Main Kitchen 3rd & 4th BRs share a common bathroom Near QC Memorial Circle and QC City Hall. Pocket Garden at the Rear Part of the House Main Double Door Entrance Living/Dining Area Also has access to the garden via Spiral Staircase. Upper Level Master Bedroom has balcony, walk-in closet, and T&B Central Hallway gives access to A/V Room, two offices/BRs, common T&B Has separate access to the Maid's Room, Driver's Quarters. Common T&B, Has access to Visayas Ave. and Tandang Sora Ave., Commonwealth, and Katipunan Ave. . Laundry area, Storage, and Gym Room has own overhead water tank and pressure tank located at the rear of the house  Asking Price: Php 32,000,000.00   For best assistance and viewing schedule, call your professional real estate pals today!  #EverbrightPH #EverbrightRealEstate #RealEstateBrokerPH",4,3,350,496,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/sanville-subdivision/sanville-subdivision-quezon-city-four-bedroom-hous-17078972340/,HO65C9E077AC7FAPH,"[121.053576,14.669878]",7,N/A,Sanville Subdivision
FOR SALE: Brand New 3-Storey Townhouse Units near Quezon City Hall!,23000000,"Diliman, Quezon City","FOR SALE: Brand New 3-Storey Townhouse Units near Quezon City Hall!  Location: Teacher's Village, Quezon City Lot area: 53-65sqm Floor area: 151-161sqm  • 3 Bedrooms (all with Toilet & Bath) • Living Room • Dining Room • Kitchen Area • Maid’s Room with Toilet & Bath • 2-Car Garage • Laundry Area  Selling price: P23M for 2 outer units P22M for inner units",3,3,65,161,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/teachers-village/for-sale-brand-new-3-storey-townhouse-units-near-q-172169980846/,HO669F0DE0822C6PH,"[121.0528,14.6462]",N/A,N/A,Teacher's Village
"New Promo Price: Luxury Fully Furnished Duplex in Mariposa, Quezon City",67000000,"New Manila, Quezon City","New Promo Price: Luxury Fully Furnished Duplex in Mariposa, Quezon City   Discover the epitome of luxury living in this exquisite 4-storey fully furnished duplex nestled in the exclusive Mariposa area of Quezon City. Designed with elegance and comfort, this property offers high-end features and a spacious layout perfect for sophisticated urban living.   Property Highlights:  Prime Location: Situated in the prestigious and accessible Mariposa area Generous Space: 150 sqm lot area with a sprawling 484.59 sqm floor area Multiple Levels of Comfort: 4 storeys, providing ample living space 4-Car Garage: A rare feature, perfect for car enthusiasts 4 Bedrooms: Including a master suite for your ultimate relaxation 7 Modern Bathrooms: Luxuriously designed for convenience and style Covered Deck: Ideal for outdoor leisure Helper’s Room & Driver’s Room: Separate spaces for added privacy Expansive Living, Dining, and Kitchen Areas: Designed for comfort and entertaining Auxiliary Kitchen & Service Area: Functional and practical for daily needs Private Balcony: Enjoy a peaceful escape with city views   Luxury Features That Set This Townhome Apart:  Custom Built-in Cabinets & Closets Multi-Point Water Heaters for your daily comfort Top-of-the-Line Kitchen Appliances: Built-in cooktop, oven, and rangehood Fully Air-Conditioned: Inverter split-type units for energy efficiency Advanced Security: Smoke detectors, intercom system, and a remote-controlled gate Provision for Elevator: Future-proof your home with ease of access CCTV & Electric Fence: Ensuring round-the-clock security Cistern Tank & Pressure Tank: Reliable water supply system Island Counter: The centerpiece of your modern kitchen   Limited-Time Offer: Promo Price  Original Price: ₱72,000,000.00 Spot Cash Promo Price: ₱67,000,000.00 Bank Financing: ₱67,000,000.00 30% Downpayment: ₱20,400,000.00 70% Balance: ₱47,600,000.00 Monthly Amortization (20 years): ₱369,042.29   This rare and prestigious property is down to the last unit, so act fast to secure your dream home in one of Quezon City's most sought-after areas! Perfect for families seeking luxury, privacy, and convenience all in one.  Contact us now for a private viewing and experience the lifestyle you deserve.  Richelle Panuelos  Accredited PRC and DHSUD Salesperson  Marketing Manager at Bridge Group  Note: Payment terms and conditions may change without prior notice.",4,4,484.59,150,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/new-promo-price-luxury-fully-furnished-duplex-in-m-172561749614/,HO66C5E481B0326PH,"[121.0306,14.61633]",2,446,Mariposa
